Orthogroup	DSUP.longest_only	CPIP.longest_only
OG0007546	LOC119562912|XP_037731984.1|DSUP	LOC120428810|XP_039449845.1|CPIP
OG0007547	LOC119550376|XP_037714951.1|DSUP	LOC120432666|XP_039453849.1|CPIP
OG0007548	LOC119553358|XP_037719628.1|DSUP	LOC120412351|XP_039428698.1|CPIP
OG0007549	LOC119553951|XP_037720573.1|DSUP	LOC120425248|XP_039445628.1|CPIP
OG0007550	LOC119553042|XP_037719035.1|DSUP	LOC120425245|XP_039445614.1|CPIP
OG0007551	LOC119550743|XP_037715587.1|DSUP	LOC120425963|XP_039446544.1|CPIP
OG0007552	LOC119546877|XP_037709413.1|DSUP	LOC120425959|XP_039446540.1|CPIP
OG0007553	LOC119547129|XP_037709770.1|DSUP	LOC120425961|XP_039446542.1|CPIP
OG0007554	LOC119552571|XP_037718123.1|DSUP	LOC120421975|XP_039441219.1|CPIP
OG0007555	LOC119552100|XP_037717811.1|DSUP	LOC120416836|XP_039434658.1|CPIP
OG0007556	LOC119551466|XP_037716747.1|DSUP	LOC120416857|XP_039434688.1|CPIP
OG0007557	LOC119550546|XP_037715204.1|DSUP	LOC120416814|XP_039434624.1|CPIP
OG0007558	LOC119549760|XP_037713931.1|DSUP	LOC120416854|XP_039434678.1|CPIP
OG0007559	LOC119548126|XP_037711151.1|DSUP	LOC120416839|XP_039434662.1|CPIP
OG0007560	LOC119553406|XP_037719707.1|DSUP	LOC120416808|XP_039434615.1|CPIP
OG0007561	LOC119553049|XP_037719087.1|DSUP	LOC120416848|XP_039434671.1|CPIP
OG0007562	LOC119552792|XP_037718551.1|DSUP	LOC120428655|XP_039449636.1|CPIP
OG0007563	LOC119554185|XP_037720907.1|DSUP	LOC120416989|XP_039434849.1|CPIP
OG0007564	LOC119554064|XP_037720733.1|DSUP	LOC120417015|XP_039434885.1|CPIP
OG0007565	LOC119546703|XP_037709114.1|DSUP	LOC120421866|XP_039441098.1|CPIP
OG0007566	LOC119549157|XP_037712871.1|DSUP	LOC120421855|XP_039441079.1|CPIP
OG0007567	LOC119546836|XP_037709361.1|DSUP	LOC120426912|XP_039447652.1|CPIP
OG0007568	LOC119549841|XP_037714061.1|DSUP	LOC120426913|XP_039447653.1|CPIP
OG0007569	LOC119550020|XP_037714372.1|DSUP	LOC120415858|XP_039433429.1|CPIP
OG0007570	LOC119549839|XP_037714059.1|DSUP	LOC120415874|XP_039433444.1|CPIP
OG0007571	LOC119549523|XP_037713566.1|DSUP	LOC120415859|XP_039433430.1|CPIP
OG0007572	LOC119548815|XP_037712336.1|DSUP	LOC120420288|XP_039439221.1|CPIP
OG0007573	LOC119548994|XP_037712529.1|DSUP	LOC120426514|XP_039447218.1|CPIP
OG0007574	LOC119552010|XP_037717668.1|DSUP	LOC120426519|XP_039447221.1|CPIP
OG0007575	LOC119550464|XP_037715078.1|DSUP	LOC120426498|XP_039447202.1|CPIP
OG0007576	LOC119557659|XP_037726442.1|DSUP	LOC120415163|XP_039432532.1|CPIP
OG0007577	LOC119556677|XP_037724970.1|DSUP	LOC120415183|XP_039432574.1|CPIP
OG0007578	LOC119548717|XP_037712117.1|DSUP	LOC120415166|XP_039432538.1|CPIP
OG0007579	LOC119550896|XP_037715814.1|DSUP	LOC120424720|XP_039444837.1|CPIP
OG0007580	LOC119554373|XP_037721180.1|DSUP	LOC120424717|XP_039444834.1|CPIP
OG0007581	LOC119546614|XP_037708979.1|DSUP	LOC120424721|XP_039444838.1|CPIP
OG0007582	LOC119558795|XP_037727995.1|DSUP	LOC120424718|XP_039444835.1|CPIP
OG0007583	LOC119550351|XP_037714901.1|DSUP	LOC120424722|XP_039444839.1|CPIP
OG0007584	LOC119557588|XP_037726316.1|DSUP	LOC120418576|XP_039436955.1|CPIP
OG0007585	LOC119554035|XP_037720685.1|DSUP	LOC120418580|XP_039436962.1|CPIP
OG0007586	LOC119547615|XP_037710467.1|DSUP	LOC120431047|XP_039452136.1|CPIP
OG0007587	LOC119549424|XP_037713431.1|DSUP	LOC120425092|XP_039445419.1|CPIP
OG0007588	LOC119562358|XP_037731449.1|DSUP	LOC120421829|XP_039441039.1|CPIP
OG0007589	LOC119556982|XP_037725431.1|DSUP	LOC120416366|XP_039434035.1|CPIP
OG0007590	LOC119553856|XP_037720433.1|DSUP	LOC120421565|XP_039440726.1|CPIP
OG0007591	LOC119551578|XP_037716908.1|DSUP	LOC120421578|XP_039440742.1|CPIP
OG0007592	LOC119549181|XP_037712919.1|DSUP	LOC120428804|XP_039449838.1|CPIP
OG0007593	LOC119558163|XP_037727353.1|DSUP	LOC120420319|XP_039439244.1|CPIP
OG0007594	LOC119549769|XP_037713955.1|DSUP	LOC120427504|XP_039448292.1|CPIP
OG0007595	LOC119551702|XP_037717103.1|DSUP	LOC120432585|XP_039453753.1|CPIP
OG0007596	LOC119553775|XP_037720310.1|DSUP	LOC120432560|XP_039453722.1|CPIP
OG0007597	LOC119554923|XP_037721956.1|DSUP	LOC120425837|XP_039446392.1|CPIP
OG0007598	LOC119550559|XP_037715275.1|DSUP	LOC120421558|XP_039440718.1|CPIP
OG0007599	LOC119554285|XP_037721068.1|DSUP	LOC120423744|XP_039443591.1|CPIP
OG0007600	LOC119552647|XP_037718272.1|DSUP	LOC120423746|XP_039443594.1|CPIP
OG0007601	LOC119553375|XP_037719653.1|DSUP	LOC120422235|XP_039441553.1|CPIP
OG0007602	LOC119553640|XP_037720046.1|DSUP	LOC120422214|XP_039441533.1|CPIP
OG0007603	LOC119553639|XP_037720042.1|DSUP	LOC120422205|XP_039441520.1|CPIP
OG0007604	LOC119555549|XP_037722916.1|DSUP	LOC120416710|XP_039434460.1|CPIP
OG0007605	LOC119554509|XP_037721375.1|DSUP	LOC120427875|XP_039448739.1|CPIP
OG0007606	LOC119552499|XP_037718031.1|DSUP	LOC120427872|XP_039448735.1|CPIP
OG0007607	LOC119545833|XP_037707675.1|DSUP	LOC120428928|XP_039450003.1|CPIP
OG0007608	LOC119554790|XP_037721765.1|DSUP	LOC120423799|XP_039443653.1|CPIP
OG0007609	LOC119556567|XP_037724794.1|DSUP	LOC120423793|XP_039443646.1|CPIP
OG0007610	LOC119550060|XP_037714448.1|DSUP	LOC120423911|XP_039443826.1|CPIP
OG0007611	LOC119550109|XP_037714559.1|DSUP	LOC120423878|XP_039443762.1|CPIP
OG0007612	LOC119549627|XP_037713737.1|DSUP	LOC120423880|XP_039443773.1|CPIP
OG0007613	LOC119551096|XP_037716203.1|DSUP	LOC120423891|XP_039443801.1|CPIP
OG0007614	LOC119553191|XP_037719369.1|DSUP	LOC120423685|XP_039443512.1|CPIP
OG0007615	LOC119555391|XP_037722665.1|DSUP	LOC120423692|XP_039443521.1|CPIP
OG0007616	LOC119545803|XP_037707615.1|DSUP	LOC120423688|XP_039443514.1|CPIP
OG0007617	LOC119555455|XP_037722783.1|DSUP	LOC120423686|XP_039443513.1|CPIP
OG0007618	LOC119553764|XP_037720299.1|DSUP	LOC120423684|XP_039443511.1|CPIP
OG0007619	LOC119552790|XP_037718545.1|DSUP	LOC120423691|XP_039443519.1|CPIP
OG0007620	LOC119554188|XP_037720911.1|DSUP	LOC120423707|XP_039443546.1|CPIP
OG0007621	LOC119551642|XP_037717000.1|DSUP	LOC120423893|XP_039443807.1|CPIP
OG0007622	LOC119555006|XP_037722075.1|DSUP	LOC120429113|XP_039450218.1|CPIP
OG0007623	LOC119555640|XP_037723095.1|DSUP	LOC120429111|XP_039450209.1|CPIP
OG0007624	LOC119553491|XP_037719827.1|DSUP	LOC120429125|XP_039450250.1|CPIP
OG0007625	LOC119555639|XP_037723088.1|DSUP	LOC120429119|XP_039450242.1|CPIP
OG0007626	LOC119553846|XP_037720418.1|DSUP	LOC120428266|XP_039449192.1|CPIP
OG0007627	LOC119552938|XP_037718819.1|DSUP	LOC120428255|XP_039449179.1|CPIP
OG0007628	LOC119555889|XP_037723525.1|DSUP	LOC120415070|XP_039432398.1|CPIP
OG0007629	LOC119553135|XP_037719255.1|DSUP	LOC120420790|XP_039439837.1|CPIP
OG0007630	LOC119560235|XP_037729525.1|DSUP	LOC120429171|XP_039450317.1|CPIP
OG0007631	LOC119562909|XP_037731980.1|DSUP	LOC120421421|XP_039440569.1|CPIP
OG0007632	LOC119555555|XP_037722929.1|DSUP	LOC120420812|XP_039439866.1|CPIP
OG0007633	LOC119548773|XP_037712246.1|DSUP	LOC120423670|XP_039443490.1|CPIP
OG0007634	LOC119563432|XP_037732746.1|DSUP	LOC120429872|XP_039450884.1|CPIP, LOC120413601|XP_039430442.1|CPIP
OG0007635	LOC119546454|XP_037708657.1|DSUP	LOC120424364|XP_039444393.1|CPIP
OG0007638	LOC119557217|XP_037725809.1|DSUP	LOC120427292|XP_039448078.1|CPIP
OG0007639	LOC119556111|XP_037723911.1|DSUP	LOC120418877|XP_039437344.1|CPIP
OG0007640	LOC119551619|XP_037716960.1|DSUP	LOC120428888|XP_039449961.1|CPIP
OG0007641	LOC119561388|XP_037730989.1|DSUP	LOC120424396|XP_039444428.1|CPIP
OG0007651	LOC119557632|XP_037726390.1|DSUP	LOC120416408|XP_039434093.1|CPIP, LOC120416409|XP_039434094.1|CPIP
OG0007664	LOC119560175|XP_037729463.1|DSUP	LOC120432210|XP_039453304.1|CPIP
OG0007665	LOC119556012|XP_037723708.1|DSUP	LOC120421060|XP_039440139.1|CPIP
OG0007666	LOC119557191|XP_037725768.1|DSUP	LOC120422064|XP_039441334.1|CPIP
OG0007667	LOC119556500|XP_037724687.1|DSUP	LOC120421078|XP_039440157.1|CPIP
OG0007668	LOC119546954|XP_037709523.1|DSUP	LOC120415081|XP_039432417.1|CPIP
OG0007669	LOC119558210|XP_037727437.1|DSUP	LOC120432337|XP_039453459.1|CPIP
OG0007670	LOC119558209|XP_037727435.1|DSUP	LOC120432336|XP_039453458.1|CPIP
OG0007671	LOC119558103|XP_037727244.1|DSUP	LOC120415059|XP_039432379.1|CPIP
OG0007672	LOC119557229|XP_037725840.1|DSUP	LOC120413709|XP_039430564.1|CPIP
OG0007674	LOC119558200|XP_037727416.1|DSUP	LOC120418098|XP_039436300.1|CPIP
OG0007675	LOC119558407|XP_037727867.1|DSUP	LOC120418104|XP_039436308.1|CPIP
OG0007676	LOC119556194|XP_037724069.1|DSUP	LOC120418120|XP_039436332.1|CPIP
OG0007677	LOC119557856|XP_037726773.1|DSUP	LOC120418127|XP_039436338.1|CPIP
OG0007678	LOC119556673|XP_037724964.1|DSUP	LOC120432216|XP_039453315.1|CPIP
OG0007679	LOC119556304|XP_037724312.1|DSUP	LOC120432327|XP_039453446.1|CPIP
OG0007680	LOC119545941|XP_037707815.1|DSUP	LOC120432238|XP_039453347.1|CPIP
OG0007681	LOC119560482|XP_037729872.1|DSUP	LOC120413734|XP_039430594.1|CPIP
OG0007682	LOC119556637|XP_037724893.1|DSUP	LOC120421044|XP_039440121.1|CPIP
OG0007683	LOC119556107|XP_037723905.1|DSUP	LOC120421045|XP_039440122.1|CPIP
OG0007684	LOC119558408|XP_037727868.1|DSUP	LOC120429210|XP_039450362.1|CPIP
OG0007685	LOC119556294|XP_037724284.1|DSUP	LOC120412427|XP_039428823.1|CPIP
OG0007686	LOC119557313|XP_037725953.1|DSUP	LOC120430764|XP_039451812.1|CPIP
OG0007687	LOC119556391|XP_037724494.1|DSUP	LOC120430936|XP_039451990.1|CPIP
OG0007689	LOC119557935|XP_037726872.1|DSUP	LOC120429176|XP_039450323.1|CPIP
OG0007690	LOC119557640|XP_037726405.1|DSUP	LOC120416385|XP_039434053.1|CPIP
OG0007691	LOC119557694|XP_037726499.1|DSUP	LOC120419701|XP_039438422.1|CPIP
OG0007692	LOC119556452|XP_037724618.1|DSUP	LOC120417678|XP_039435745.1|CPIP
OG0007693	LOC119557333|XP_037725983.1|DSUP	LOC120417680|XP_039435747.1|CPIP
OG0007694	LOC119555079|XP_037722220.1|DSUP	LOC120422473|XP_039441862.1|CPIP
OG0007695	LOC119557854|XP_037726769.1|DSUP	LOC120424285|XP_039444290.1|CPIP
OG0007696	LOC119553356|XP_037719627.1|DSUP	LOC120415054|XP_039432369.1|CPIP
OG0007697	LOC119552763|XP_037718493.1|DSUP	LOC120431137|XP_039452218.1|CPIP
OG0007698	LOC119556881|XP_037725285.1|DSUP	LOC120431201|XP_039452279.1|CPIP
OG0007699	LOC119556732|XP_037725063.1|DSUP	LOC120422535|XP_039441931.1|CPIP
OG0007700	LOC119556287|XP_037724270.1|DSUP	LOC120422528|XP_039441922.1|CPIP
OG0007701	LOC119556636|XP_037724892.1|DSUP	LOC120422526|XP_039441918.1|CPIP
OG0007702	LOC119557731|XP_037726543.1|DSUP	LOC120424293|XP_039444309.1|CPIP
OG0007703	LOC119556862|XP_037725262.1|DSUP	LOC120420186|XP_039439102.1|CPIP
OG0007704	LOC119556750|XP_037725103.1|DSUP	LOC120422461|XP_039441838.1|CPIP
OG0007705	LOC119557140|XP_037725650.1|DSUP	LOC120422443|XP_039441820.1|CPIP
OG0007706	LOC119557493|XP_037726192.1|DSUP	LOC120420220|XP_039439142.1|CPIP
OG0007707	LOC119558084|XP_037727194.1|DSUP	LOC120420252|XP_039439178.1|CPIP
OG0007708	LOC119556613|XP_037724856.1|DSUP	LOC120416886|XP_039434713.1|CPIP
OG0007709	LOC119557537|XP_037726237.1|DSUP	LOC120413339|XP_039430049.1|CPIP
OG0007710	LOC119556866|XP_037725266.1|DSUP	LOC120412706|XP_039429220.1|CPIP
OG0007711	LOC119556155|XP_037723985.1|DSUP	LOC120412954|XP_039429532.1|CPIP
OG0007712	LOC119557131|XP_037725643.1|DSUP	LOC120432603|XP_039453786.1|CPIP
OG0007713	LOC119555898|XP_037723492.1|DSUP	LOC120413005|XP_039429591.1|CPIP
OG0007714	LOC119558000|XP_037727030.1|DSUP	LOC120412406|XP_039428805.1|CPIP
OG0007715	LOC119557639|XP_037726403.1|DSUP	LOC120432339|XP_039453464.1|CPIP
OG0007716	LOC119555938|XP_037723572.1|DSUP	LOC120421425|XP_039440571.1|CPIP
OG0007717	LOC119547444|XP_037710236.1|DSUP	LOC120417022|XP_039434895.1|CPIP
OG0007719	LOC119556163|XP_037723996.1|DSUP	LOC120428373|XP_039449338.1|CPIP
OG0007720	LOC119556372|XP_037724465.1|DSUP	LOC120426047|XP_039446701.1|CPIP
OG0007721	LOC119556292|XP_037724277.1|DSUP	LOC120415177|XP_039432603.1|CPIP
OG0007722	LOC119557611|XP_037726346.1|DSUP	LOC120413640|XP_039430525.1|CPIP
OG0007723	LOC119557259|XP_037725872.1|DSUP	LOC120429012|XP_039450115.1|CPIP
OG0007724	LOC119546179|XP_037708230.1|DSUP	LOC120423411|XP_039443183.1|CPIP
OG0007725	LOC119556754|XP_037725104.1|DSUP	LOC120413343|XP_039430056.1|CPIP
OG0007726	LOC119556690|XP_037725013.1|DSUP	LOC120424698|XP_039444811.1|CPIP
OG0007727	LOC119556576|XP_037724803.1|DSUP	LOC120424692|XP_039444805.1|CPIP
OG0007728	LOC119556011|XP_037723707.1|DSUP	LOC120424529|XP_039444622.1|CPIP
OG0007729	LOC119557473|XP_037726169.1|DSUP	LOC120424532|XP_039444627.1|CPIP
OG0007730	LOC119557558|XP_037726271.1|DSUP	LOC120416906|XP_039434739.1|CPIP
OG0007731	LOC119553072|XP_037719126.1|DSUP	LOC120430987|XP_039452086.1|CPIP
OG0007732	LOC119556050|XP_037723773.1|DSUP	LOC120413291|XP_039429981.1|CPIP
OG0007733	LOC119557326|XP_037725976.1|DSUP	LOC120413161|XP_039429807.1|CPIP
OG0007734	LOC119558172|XP_037727366.1|DSUP	LOC120432278|XP_039453402.1|CPIP
OG0007735	LOC119557911|XP_037726846.1|DSUP	LOC120426602|XP_039447329.1|CPIP
OG0007736	LOC119556917|XP_037725331.1|DSUP	LOC120414524|XP_039431666.1|CPIP
OG0007737	LOC119555417|XP_037722710.1|DSUP	LOC120414150|XP_039431121.1|CPIP
OG0007738	LOC119551801|XP_037717283.1|DSUP	LOC120414170|XP_039431162.1|CPIP
OG0007739	LOC119557468|XP_037726162.1|DSUP	LOC120419613|XP_039438286.1|CPIP
OG0007740	LOC119557155|XP_037725680.1|DSUP	LOC120419627|XP_039438315.1|CPIP
OG0007741	LOC119557693|XP_037726494.1|DSUP	LOC120417756|XP_039435845.1|CPIP
OG0007742	LOC119556230|XP_037724179.1|DSUP	LOC120432667|XP_039453854.1|CPIP
OG0007743	LOC119563057|XP_037732199.1|DSUP	LOC120428363|XP_039449301.1|CPIP
OG0007744	LOC119548834|XP_037712381.1|DSUP	LOC120422227|XP_039441583.1|CPIP
OG0007746	LOC119560980|XP_037730683.1|DSUP	LOC120426471|XP_039447168.1|CPIP
OG0007747	LOC119557858|XP_037726779.1|DSUP	LOC120413292|XP_039429980.1|CPIP
OG0007748	LOC119556905|XP_037725318.1|DSUP	LOC120413272|XP_039429935.1|CPIP
OG0007749	LOC119558176|XP_037727370.1|DSUP	LOC120423866|XP_039443748.1|CPIP
OG0007750	LOC119563502|XP_037732871.1|DSUP	LOC120423870|XP_039443752.1|CPIP, LOC120420772|XP_039439853.1|CPIP
OG0007751	LOC119547370|XP_037710118.1|DSUP	LOC120430115|XP_039451133.1|CPIP
OG0007752	LOC119556901|XP_037725315.1|DSUP	LOC120425535|XP_039446029.1|CPIP
OG0007753	LOC119558129|XP_037727288.1|DSUP	LOC120416279|XP_039433927.1|CPIP
OG0007754	LOC119557500|XP_037726200.1|DSUP	LOC120418065|XP_039436257.1|CPIP
OG0007755	LOC119556813|XP_037725194.1|DSUP	LOC120414210|XP_039431244.1|CPIP
OG0007756	LOC119557336|XP_037726000.1|DSUP	LOC120419885|XP_039438684.1|CPIP, LOC120418087|XP_039436289.1|CPIP
OG0007757	LOC119556719|XP_037725044.1|DSUP	LOC120419905|XP_039438707.1|CPIP
OG0007758	LOC119546500|XP_037708742.1|DSUP	LOC120419890|XP_039438692.1|CPIP
OG0007760	LOC119556267|XP_037724245.1|DSUP	LOC120428463|XP_039449410.1|CPIP
OG0007761	LOC119558249|XP_037727503.1|DSUP	LOC120426438|XP_039447136.1|CPIP
OG0007762	LOC119558248|XP_037727501.1|DSUP	LOC120426431|XP_039447128.1|CPIP
OG0007763	LOC119546649|XP_037709024.1|DSUP	LOC120426439|XP_039447137.1|CPIP
OG0007764	LOC119557983|XP_037726998.1|DSUP	LOC120426430|XP_039447125.1|CPIP
OG0007765	LOC119557985|XP_037727002.1|DSUP	LOC120426447|XP_039447140.1|CPIP
OG0007766	LOC119559862|XP_037728900.1|DSUP	LOC120426424|XP_039447116.1|CPIP
OG0007767	LOC119562880|XP_037731926.1|DSUP	LOC120424148|XP_039444126.1|CPIP
OG0007768	LOC119557770|XP_037726596.1|DSUP	LOC120431852|XP_039452912.1|CPIP
OG0007771	LOC119548466|XP_037711661.1|DSUP	LOC120429691|XP_039450660.1|CPIP
OG0007772	LOC119556023|XP_037723731.1|DSUP	LOC120425008|XP_039445313.1|CPIP
OG0007775	LOC119556766|XP_037725120.1|DSUP	LOC120425624|XP_039446141.1|CPIP
OG0007776	LOC119557108|XP_037725615.1|DSUP	LOC120425635|XP_039446152.1|CPIP
OG0007777	LOC119556298|XP_037724300.1|DSUP	LOC120431415|XP_039452470.1|CPIP
OG0007778	LOC119557681|XP_037726481.1|DSUP	LOC120427650|XP_039448463.1|CPIP
OG0007780	LOC119557699|XP_037726501.1|DSUP	LOC120428525|XP_039449488.1|CPIP
OG0007781	LOC119556202|XP_037724084.1|DSUP	LOC120413004|XP_039429588.1|CPIP
OG0007782	LOC119557324|XP_037725973.1|DSUP	LOC120429010|XP_039450082.1|CPIP
OG0007788	LOC119560975|XP_037730676.1|DSUP	LOC120425477|XP_039445946.1|CPIP
OG0007789	LOC119551913|XP_037717459.1|DSUP	LOC120431710|XP_039452766.1|CPIP
OG0007790	LOC119546811|XP_037709325.1|DSUP	LOC120431864|XP_039452933.1|CPIP
OG0007791	LOC119550304|XP_037714835.1|DSUP	LOC120423859|XP_039443746.1|CPIP
OG0007792	LOC119557965|XP_037726938.1|DSUP	LOC120423835|XP_039443714.1|CPIP
OG0007794	LOC119555825|XP_037723372.1|DSUP	LOC120417203|XP_039435103.1|CPIP
OG0007795	LOC119557386|XP_037726059.1|DSUP	LOC120430959|XP_039452023.1|CPIP
OG0007796	LOC119546710|XP_037709127.1|DSUP	LOC120425733|XP_039446270.1|CPIP
OG0007797	LOC119562968|XP_037732071.1|DSUP	LOC120423295|XP_039442993.1|CPIP
OG0007798	LOC119550926|XP_037715875.1|DSUP	LOC120423294|XP_039442991.1|CPIP
OG0007800	LOC119560749|XP_037730294.1|DSUP	LOC120426742|XP_039447454.1|CPIP
OG0007802	LOC119562875|XP_037731918.1|DSUP	LOC120415992|XP_039433583.1|CPIP
OG0007803	LOC119560229|XP_037729519.1|DSUP	LOC120422571|XP_039441989.1|CPIP
OG0007804	LOC119558222|XP_037727468.1|DSUP	LOC120430217|XP_039451226.1|CPIP
OG0007805	LOC119557068|XP_037725549.1|DSUP	LOC120430222|XP_039451235.1|CPIP
OG0007806	LOC119557066|XP_037725548.1|DSUP	LOC120430221|XP_039451234.1|CPIP
OG0007808	LOC119545764|XP_037707538.1|DSUP	LOC120423723|XP_039443562.1|CPIP
OG0007809	LOC119556323|XP_037724339.1|DSUP	LOC120428284|XP_039449211.1|CPIP
OG0007810	LOC119548609|XP_037711897.1|DSUP	LOC120428287|XP_039449213.1|CPIP
OG0007812	LOC119556630|XP_037724883.1|DSUP	LOC120418356|XP_039436643.1|CPIP
OG0007813	LOC119563496|XP_037732863.1|DSUP	LOC120431840|XP_039452905.1|CPIP
OG0007814	LOC119557439|XP_037726129.1|DSUP	LOC120421190|XP_039440328.1|CPIP
OG0007815	LOC119557069|XP_037725550.1|DSUP	LOC120424262|XP_039444258.1|CPIP
OG0007816	LOC119555262|XP_037722494.1|DSUP	LOC120427406|XP_039448201.1|CPIP
OG0007817	LOC119560719|XP_037730261.1|DSUP	LOC120427405|XP_039448200.1|CPIP
OG0007818	LOC119560674|XP_037730178.1|DSUP	LOC120427156|XP_039447947.1|CPIP
OG0007819	LOC119558046|XP_037727122.1|DSUP	LOC120421191|XP_039440329.1|CPIP
OG0007820	LOC119554216|XP_037720958.1|DSUP	LOC120420713|XP_039439742.1|CPIP
OG0007821	LOC119562939|XP_037732023.1|DSUP	LOC120420733|XP_039439762.1|CPIP
OG0007822	LOC119562938|XP_037732022.1|DSUP	LOC120420732|XP_039439761.1|CPIP
OG0007823	LOC119559224|XP_037728226.1|DSUP	LOC120420718|XP_039439750.1|CPIP
OG0007824	LOC119545753|XP_037707519.1|DSUP	LOC120420721|XP_039439753.1|CPIP
OG0007825	LOC119563423|XP_037732725.1|DSUP	LOC120414293|XP_039431363.1|CPIP
OG0007826	LOC119545635|XP_037707278.1|DSUP	LOC120422546|XP_039441947.1|CPIP
OG0007827	LOC119557579|XP_037726307.1|DSUP	LOC120431640|XP_039452682.1|CPIP
OG0007828	LOC119554146|XP_037720850.1|DSUP	LOC120422325|XP_039441653.1|CPIP
OG0007829	LOC119560147|XP_037729429.1|DSUP	LOC120430493|XP_039451521.1|CPIP
OG0007830	LOC119563360|XP_037732639.1|DSUP	LOC120430092|XP_039451113.1|CPIP, LOC120424333|XP_039444358.1|CPIP
OG0007831	LOC119556370|XP_037724463.1|DSUP	LOC120421186|XP_039440321.1|CPIP
OG0007832	LOC119557375|XP_037726047.1|DSUP	LOC120427413|XP_039448211.1|CPIP
OG0007833	LOC119557272|XP_037725887.1|DSUP	LOC120427403|XP_039448198.1|CPIP
OG0007834	LOC119551263|XP_037716453.1|DSUP	LOC120417014|XP_039434888.1|CPIP
OG0007836	LOC119560756|XP_037730303.1|DSUP	LOC120415785|XP_039433350.1|CPIP
OG0007837	LOC119560965|XP_037730646.1|DSUP	LOC120430150|XP_039451168.1|CPIP
OG0007838	LOC119560449|XP_037729825.1|DSUP	LOC120428854|XP_039449910.1|CPIP
OG0007839	LOC119556118|XP_037723926.1|DSUP	LOC120430275|XP_039451301.1|CPIP
OG0007840	LOC119563430|XP_037732744.1|DSUP	LOC120423556|XP_039443338.1|CPIP
OG0007841	LOC119560760|XP_037730309.1|DSUP	LOC120431390|XP_039452454.1|CPIP, LOC120430168|XP_039451181.1|CPIP
OG0007842	LOC119548599|XP_037711895.1|DSUP	LOC120424276|XP_039444273.1|CPIP
OG0007843	LOC119553254|XP_037719473.1|DSUP	LOC120424267|XP_039444263.1|CPIP
OG0007846	LOC119556174|XP_037724023.1|DSUP	LOC120424856|XP_039445042.1|CPIP
OG0007847	LOC119562620|XP_037731782.1|DSUP	LOC120427163|XP_039447955.1|CPIP
OG0007848	LOC119561664|XP_037731136.1|DSUP	LOC120428710|XP_039449715.1|CPIP
OG0007849	LOC119560067|XP_037729302.1|DSUP	LOC120428705|XP_039449711.1|CPIP
OG0007850	LOC119560066|XP_037729301.1|DSUP	LOC120428704|XP_039449710.1|CPIP
OG0007851	LOC119552435|XP_037718006.1|DSUP	LOC120428708|XP_039449713.1|CPIP
OG0007852	LOC119560572|XP_037730018.1|DSUP	LOC120423341|XP_039443045.1|CPIP
OG0007853	LOC119557071|XP_037725555.1|DSUP	LOC120418336|XP_039436609.1|CPIP
OG0007854	LOC119556931|XP_037725354.1|DSUP	LOC120418337|XP_039436610.1|CPIP
OG0007855	LOC119560696|XP_037730206.1|DSUP	LOC120423527|XP_039443307.1|CPIP
OG0007856	LOC119561680|XP_037731137.1|DSUP	LOC120423533|XP_039443314.1|CPIP
OG0007857	LOC119551230|XP_037716400.1|DSUP	LOC120431748|XP_039452808.1|CPIP
OG0007858	LOC119546834|XP_037709355.1|DSUP	LOC120431826|XP_039452886.1|CPIP
OG0007865	LOC119554093|XP_037720770.1|DSUP	LOC120422580|XP_039442003.1|CPIP
OG0007866	LOC119554689|XP_037721621.1|DSUP	LOC120425371|XP_039445814.1|CPIP
OG0007867	LOC119559410|XP_037728428.1|DSUP	LOC120425368|XP_039445810.1|CPIP
OG0007868	LOC119563312|XP_037732573.1|DSUP	LOC120423558|XP_039443344.1|CPIP
OG0007869	LOC119557979|XP_037726988.1|DSUP	LOC120428080|XP_039448991.1|CPIP
OG0007870	LOC119552666|XP_037718302.1|DSUP	LOC120427621|XP_039448435.1|CPIP
OG0007871	LOC119558319|XP_037727659.1|DSUP	LOC120423015|XP_039442587.1|CPIP
OG0007872	LOC119554013|XP_037720654.1|DSUP	LOC120421742|XP_039440943.1|CPIP
OG0007873	LOC119553277|XP_037719498.1|DSUP	LOC120417842|XP_039435996.1|CPIP
OG0007874	LOC119557618|XP_037726354.1|DSUP	LOC120419493|XP_039438116.1|CPIP
OG0007875	LOC119549212|XP_037712993.1|DSUP	LOC120419498|XP_039438122.1|CPIP
OG0007876	LOC119557409|XP_037726085.1|DSUP	LOC120422633|XP_039442065.1|CPIP
OG0007877	LOC119558317|XP_037727656.1|DSUP	LOC120412890|XP_039429451.1|CPIP
OG0007878	LOC119551211|XP_037716374.1|DSUP	LOC120425584|XP_039446092.1|CPIP
OG0007879	LOC119552594|XP_037718176.1|DSUP	LOC120432628|XP_039453812.1|CPIP
OG0007880	LOC119557905|XP_037726839.1|DSUP	LOC120426012|XP_039446622.1|CPIP
OG0007881	LOC119553022|XP_037719006.1|DSUP	LOC120420565|XP_039439572.1|CPIP
OG0007882	LOC119553029|XP_037719020.1|DSUP	LOC120424871|XP_039445063.1|CPIP
OG0007883	LOC119553028|XP_037719012.1|DSUP	LOC120424784|XP_039444919.1|CPIP
OG0007884	LOC119553372|XP_037719651.1|DSUP	LOC120430318|XP_039451353.1|CPIP
OG0007885	LOC119549213|XP_037712999.1|DSUP	LOC120412394|XP_039428778.1|CPIP
